time (s),Mass (g),HRR (kW/m2),Exhaust MFR (g/s),O2 (vol),CO2 (vol),CO (vol),ksmoke (1/m)
0.00,196.030,3.0,NaN,20.86325645,0.043383341,0.00875,0.003
1.00,196.000,3.4,NaN,20.85759354,0.044,0.014,0.001
2.00,195.980,4.8,NaN,20.85680962,0.044,0.001,0.003
3.00,195.980,3.4,NaN,20.85415649,0.043000001,0,0.005
4.00,196.000,3.2,NaN,20.8567791,0.043000001,0.001,-0.002
5.00,196.020,2.1,NaN,20.85717583,0.044,0.009,0.002
6.00,195.990,1.4,NaN,20.85925293,0.044,0.016000001,0.004
7.00,196.020,1.5,NaN,20.86057663,0.044,0.023,0.004
8.00,196.030,0.8,NaN,20.86030006,0.044,0.011,0.011
9.00,196.040,0.1,NaN,20.86177635,0.044,0.012,0.002
10.00,196.050,1.1,NaN,20.86308289,0.044,0.008,0.004
11.00,196.000,0.8,NaN,20.86121559,0.044,0,0.003
12.00,196.010,0.1,NaN,20.86172867,0.044,0.004,0.002
13.00,195.980,0.9,NaN,20.86306381,0.043000001,0.002,0.007
14.00,195.970,1.2,NaN,20.86163521,0.043000001,0.005,0.004
15.00,196.000,1.8,NaN,20.86092758,0.043000001,0.005,0.009
16.00,195.990,3.5,NaN,20.85978889,0.043000001,0.017000001,0.010
17.00,195.990,3.2,NaN,20.85663033,0.044,0.015,0.008
18.00,195.960,2.4,NaN,20.85722733,0.044,0.008,0.009
19.00,195.960,1.2,NaN,20.85874557,0.043000001,0.003,0.008
20.00,195.960,1.5,NaN,20.8609333,0.043000001,0.009,0.004
21.00,195.960,0.5,NaN,20.86044693,0.043000001,0.008,0.009
22.00,195.970,1.3,NaN,20.862257,0.043000001,0.003,0.013
23.00,195.960,1.4,NaN,20.86071396,0.043000001,0.011,0.009
24.00,195.990,0.3,NaN,20.86058617,0.043000001,0.009,0.004
25.00,195.980,-0.7,NaN,20.86269569,0.043000001,0.001,0.004
26.00,195.980,-0.3,NaN,20.8646431,0.043000001,0.004,0.008
27.00,195.990,0.6,NaN,20.86390686,0.043000001,0.004,0.004
28.00,195.980,0.2,NaN,20.86214828,0.043000001,0.001,0.002
29.00,195.950,0.1,NaN,20.86288261,0.043000001,0.008,0.000
30.00,195.930,1.3,NaN,20.86306,0.043000001,0.001,0.007
31.00,195.940,0.8,NaN,20.86084366,0.041999999,0.002,0.007
32.00,195.930,0.8,NaN,20.86170197,0.041999999,0.001,0.003
33.00,195.940,1.0,NaN,20.86179733,0.041999999,0.004,0.004
34.00,195.900,1.0,NaN,20.86134148,0.041999999,0.007,0.006
35.00,195.940,0.0,NaN,20.86139488,0.041999999,0.008,0.004
36.00,195.920,-0.6,NaN,20.86322212,0.041999999,0.008,0.001
37.00,195.940,0.1,NaN,20.86436462,0.041999999,0.001,0.005
38.00,195.940,0.8,NaN,20.86308861,0.041999999,0.002,0.004
39.00,195.940,1.6,NaN,20.86164665,0.041999999,0.006,-0.002
40.00,195.920,2.3,NaN,20.86011696,0.041999999,0.006,0.005
41.00,195.900,2.3,NaN,20.8589344,0.041999999,0.002,0.002
42.00,195.900,2.5,NaN,20.85900307,0.041999999,0.007,0.007
43.00,195.950,2.9,NaN,20.85839081,0.041999999,0.003,-0.001
44.00,195.930,3.5,NaN,20.85777092,0.041999999,0.008,-0.003
45.00,195.920,2.3,NaN,20.85661697,0.041999999,0.021,0.007
46.00,195.980,2.4,NaN,20.85882187,0.043000001,0.015,0.002
47.00,195.910,2.8,NaN,20.85879135,0.041999999,0.003,0.003
48.00,196.000,4.1,NaN,20.85804367,0.041999999,0.009,0.003
49.00,195.960,4.1,NaN,20.85546684,0.041999999,0.005,0.003
50.00,195.960,4.6,NaN,20.85546494,0.041999999,0.006,0.011
51.00,196.000,4.9,NaN,20.85448265,0.041999999,0.006,0.005
52.00,195.900,4.1,NaN,20.85390854,0.041999999,0.004,0.013
53.00,195.910,4.0,NaN,20.85551262,0.041999999,0.007,0.023
54.00,195.920,4.4,NaN,20.85572243,0.041999999,0,0.021
55.00,195.910,4.3,NaN,20.85497856,0.041999999,0.004,0.028
56.00,195.870,2.6,NaN,20.85504723,0.041999999,0.006,0.038
57.00,195.890,3.0,NaN,20.85823441,0.041999999,0.011,0.044
58.00,195.870,3.4,NaN,20.85758209,0.041999999,0.017999999,0.050
59.00,195.890,3.8,NaN,20.85680199,0.043000001,0.018999999,0.064
60.00,195.830,3.8,NaN,20.85598755,0.043000001,0.013,0.066
61.00,195.850,3.0,NaN,20.85596848,0.041999999,0.003,0.080
62.00,195.810,3.9,NaN,20.85757446,0.041999999,0.004,0.088
63.00,195.790,4.7,NaN,20.85593414,0.041999999,0.012,0.076
64.00,195.780,3.5,NaN,20.85412407,0.043000001,0.009,0.009
65.00,195.650,6.2,NaN,20.85658264,0.045000002,0.011,0.003
66.00,195.610,9.7,NaN,20.85120964,0.045000002,0.017999999,-0.002
67.00,195.560,16.8,NaN,20.84455681,0.07,0.008,-0.001
68.00,195.460,24.1,NaN,20.83071709,0.077,0.015,0.000
69.00,195.400,32.2,NaN,20.81589699,0.097999997,0.012,-0.008
70.00,195.360,42.1,NaN,20.7996788,0.112000003,0.005,-0.002
71.00,195.270,49.9,NaN,20.78103447,0.133000001,0.012,-0.004
72.00,195.210,59.0,NaN,20.76418304,0.141000003,0.009,-0.002
73.00,195.100,68.5,NaN,20.74547577,0.148000002,0.001,-0.004
74.00,195.010,77.5,NaN,20.72770309,0.174999997,0.005,0.001
75.00,194.930,82.6,NaN,20.71012688,0.180999994,0.009,-0.004
76.00,194.800,91.8,NaN,20.69694901,0.196999997,0.016000001,-0.004
77.00,194.740,100.2,NaN,20.68092537,0.206,0.006,0.000
78.00,194.670,105.8,NaN,20.66384315,0.213,0.008,-0.001
79.00,194.570,110.5,NaN,20.6513958,0.223000005,0.003,-0.002
80.00,194.450,115.6,NaN,20.63903618,0.230000004,0,-0.003
81.00,194.390,118.4,NaN,20.63082504,0.246999994,0.005,-0.004
82.00,194.190,125.5,NaN,20.62099648,0.261999995,0.017000001,0.000
83.00,194.110,131.4,NaN,20.60983086,0.270999998,0.006,0.000
84.00,194.020,133.7,NaN,20.59799576,0.279000014,0.003,-0.002
85.00,193.900,140.4,NaN,20.5879612,0.287999988,0.005,0.003
86.00,193.800,143.5,NaN,20.5770092,0.291999996,0.001,0.001
87.00,193.700,148.2,NaN,20.57005692,0.300999999,0.004,0.000
88.00,193.590,152.5,NaN,20.56274414,0.310000002,0.007,0.000
89.00,193.430,150.3,NaN,20.55482864,0.312000006,0.005,0.001
90.00,193.340,153.4,NaN,20.55098724,0.316000015,0.004,0.000
91.00,193.219,158.0,NaN,20.54543304,0.324999988,0.005,0.000
92.00,193.089,160.9,NaN,20.53848076,0.333999991,0.001,-0.006
93.00,192.969,164.8,NaN,20.53094673,0.342999995,0.003,-0.002
94.00,192.869,168.1,NaN,20.52251053,0.351999998,0.008,-0.003
95.00,192.789,171.7,NaN,20.5129509,0.356000006,0.021,-0.003
96.00,192.629,172.8,NaN,20.50621414,0.358999997,0.012,0.002
97.00,192.559,177.7,NaN,20.49864769,0.363000005,0.009,0.003
98.00,192.389,178.1,NaN,20.49233437,0.367000014,0.005,-0.002
99.00,192.239,177.9,NaN,20.48801422,0.375999987,0.002,-0.001
100.00,192.139,179.8,NaN,20.48492813,0.379999995,0.007,-0.002
101.00,191.999,185.6,NaN,20.48114586,0.388999999,0.017000001,-0.001
102.00,191.869,189.3,NaN,20.47669792,0.391000003,0.009,0.003
103.00,191.749,190.0,NaN,20.47165108,0.395999998,0.001,0.001
104.00,191.649,191.0,NaN,20.46543121,0.397000015,0,0.002
105.00,191.469,191.5,NaN,20.46117592,0.402999997,0.006,0.003
106.00,191.359,190.1,NaN,20.45856285,0.412,0.016000001,0.002
107.00,191.199,194.6,NaN,20.45586395,0.416000009,0.011,0.001
108.00,191.089,196.7,NaN,20.44953156,0.416999996,0.005,0.000
109.00,190.979,200.4,NaN,20.44495392,0.421999991,0.003,0.000
110.00,190.839,200.6,NaN,20.43957901,0.425999999,0.003,-0.002
111.00,190.669,198.1,NaN,20.43738174,0.430000007,0.003,-0.002
112.00,190.529,205.7,NaN,20.43496323,0.43900001,0.014,-0.004
113.00,190.429,202.3,NaN,20.43177605,0.442999989,0.013,0.003
114.00,190.329,206.2,NaN,20.42566299,0.444000006,0.012,0.003
115.00,190.209,208.6,NaN,20.42104912,0.449999988,0.013,0.004
116.00,190.029,209.9,NaN,20.41685295,0.453999996,0.02,0.000
117.00,189.889,210.5,NaN,20.4127388,0.458000004,0.015,-0.007
118.00,189.739,215.8,NaN,20.40878296,0.460999995,0.018999999,0.001
119.00,189.609,215.0,NaN,20.40501404,0.465000004,0.015,0.001
120.00,189.459,217.3,NaN,20.39827156,0.467999995,0.021,-0.001
121.00,189.319,217.6,NaN,20.39744186,0.472000003,0.016000001,0.004
122.00,189.239,216.8,NaN,20.39282799,0.474000007,0,0.003
123.00,189.079,217.2,NaN,20.38747597,0.476999998,0.008,0.003
124.00,188.959,222.1,NaN,20.3867321,0.479000002,0.013,0.000
125.00,188.819,220.3,NaN,20.38519287,0.481999993,0.013,0.003
126.00,188.669,228.0,NaN,20.3848362,0.486000001,0.009,0.003
127.00,188.499,225.6,NaN,20.38357162,0.488000005,0.015,0.004
128.00,188.379,224.5,NaN,20.37898827,0.492000014,0.015,0.007
129.00,188.279,225.6,NaN,20.37700462,0.493999988,0.009,0.001
130.00,188.099,227.2,NaN,20.37473679,0.497999996,0.006,0.007
131.00,187.919,226.6,NaN,20.37160683,0.500999987,0.016000001,0.004
132.00,187.738,232.8,NaN,20.36992836,0.503000021,0.008,0.005
133.00,187.628,232.9,NaN,20.36632347,0.507000029,0.005,0.004
134.00,187.488,230.7,NaN,20.36178589,0.509000003,0.002,0.009
135.00,187.298,232.7,NaN,20.35998154,0.512000024,0.01,0.010
136.00,187.148,237.0,NaN,20.3561821,0.514999986,0.009,0.011
137.00,187.038,237.1,NaN,20.35371971,0.51700002,0.008,0.004
138.00,186.868,236.3,NaN,20.34908295,0.519999981,0.003,0.008
139.00,186.748,235.6,NaN,20.34758377,0.523000002,0.001,0.003
140.00,186.618,241.9,NaN,20.34635735,0.526000023,0.004,0.007
141.00,186.458,234.3,NaN,20.34466171,0.52700001,0.017999999,0.015
142.00,186.288,240.1,NaN,20.34378242,0.528999984,0.004,0.008
143.00,186.148,233.7,NaN,20.34259605,0.532999992,0.007,0.006
144.00,186.038,243.7,NaN,20.33905983,0.536000013,0.006,0.011
145.00,185.908,242.9,NaN,20.33306885,0.538999975,0.01,0.011
146.00,185.738,244.9,NaN,20.32968521,0.541000009,0.012,0.012
147.00,185.568,241.5,NaN,20.32725143,0.542999983,0.004,0.013
148.00,185.428,239.6,NaN,20.32683372,0.54400003,0.006,0.006
149.00,185.278,243.9,NaN,20.32736778,0.546000004,0.001,0.007
150.00,185.098,240.9,NaN,20.32856178,0.547999978,0,0.005
151.00,184.998,245.5,NaN,20.32571602,0.550000012,0.013,0.007
152.00,184.798,247.7,NaN,20.32333565,0.550000012,0.002,0.009
153.00,184.618,247.7,NaN,20.32094383,0.555000007,0.013,0.006
154.00,184.488,242.0,NaN,20.31881523,0.556999981,0.018999999,0.008
155.00,184.378,244.5,NaN,20.31846428,0.558000028,0.001,0.005
156.00,184.208,247.6,NaN,20.31875992,0.560000002,0.007,0.012
157.00,184.038,249.5,NaN,20.31890678,0.564999998,0.02,0.004
158.00,183.898,252.5,NaN,20.31489182,0.568000019,0.014,0.010
159.00,183.728,259.2,NaN,20.30761528,0.569999993,0,0.007
160.00,183.578,256.7,NaN,20.29856682,0.574000001,0.004,0.007
161.00,183.398,258.4,NaN,20.29635239,0.575999975,0,0.006
162.00,183.298,255.3,NaN,20.29601288,0.578999996,0.011,0.007
163.00,183.128,255.5,NaN,20.29256058,0.58099997,0.028000001,0.004
164.00,182.988,260.9,NaN,20.29173279,0.582000017,0.017999999,0.011
165.00,182.828,261.4,NaN,20.2913208,0.583999991,0.008,0.009
166.00,182.678,256.8,NaN,20.28930473,0.586000025,0.005,0.007
167.00,182.528,257.7,NaN,20.28616714,0.587000012,0.002,0.005
168.00,182.277,262.4,NaN,20.28492165,0.587000012,0.011,0.010
169.00,182.107,261.5,NaN,20.28353882,0.588,0.011,0.006
170.00,182.037,258.8,NaN,20.28219604,0.588999987,0.005,0.003
171.00,181.857,257.7,NaN,20.28473854,0.589999974,0.007,0.010
172.00,181.677,259.4,NaN,20.28384972,0.592000008,0.004,0.007
173.00,181.527,260.9,NaN,20.2809124,0.593999982,0.018999999,0.008
174.00,181.417,265.0,NaN,20.27684975,0.593999982,0.007,0.012
175.00,181.197,267.6,NaN,20.27065659,0.593999982,0.014,0.006
176.00,181.037,270.4,NaN,20.26588821,0.601000011,0.01,0.008
177.00,180.857,264.7,NaN,20.26318359,0.601999998,0.004,0.007
178.00,180.757,263.7,NaN,20.26275444,0.603999972,0,0.011
179.00,180.557,273.9,NaN,20.26399803,0.605000019,0.017999999,0.009
180.00,180.407,266.4,NaN,20.26367378,0.606000006,0.022,0.008
181.00,180.197,271.3,NaN,20.26265526,0.606999993,0.01,0.003
182.00,180.077,267.8,NaN,20.26398468,0.606999993,0.005,0.010
183.00,179.947,270.0,NaN,20.26457596,0.606999993,0.001,0.010
184.00,179.777,266.3,NaN,20.26548195,0.60799998,0.003,0.008
185.00,179.547,264.5,NaN,20.26571274,0.610000014,0.006,0.003
186.00,179.417,265.0,NaN,20.26419449,0.610000014,0.009,0.016
187.00,179.287,275.3,NaN,20.26361656,0.611999989,0.009,0.010
188.00,179.097,270.3,NaN,20.26046562,0.612999976,0.006,0.013
189.00,178.907,268.2,NaN,20.25865364,0.61500001,0.006,0.015
190.00,178.727,266.3,NaN,20.256567,0.616999984,0.012,0.013
191.00,178.587,272.6,NaN,20.25532913,0.619000018,0.007,0.012
192.00,178.437,274.6,NaN,20.25165749,0.620999992,0.005,0.014
193.00,178.267,273.9,NaN,20.24948502,0.621999979,0.007,0.013
194.00,178.097,279.5,NaN,20.24614525,0.625,0.005,0.015
195.00,177.977,276.4,NaN,20.24396706,0.625,0.002,0.016
196.00,177.807,276.2,NaN,20.24493599,0.625999987,0.014,0.019
197.00,177.697,271.3,NaN,20.24631882,0.626999974,0.015,0.013
198.00,177.517,271.8,NaN,20.24692345,0.628000021,0.009,0.014
199.00,177.287,272.8,NaN,20.24554062,0.628000021,0.004,0.011
200.00,177.067,281.2,NaN,20.24106407,0.629999995,0.015,0.012
201.00,176.947,282.7,NaN,20.23532677,0.634000003,0.009,0.013
202.00,176.787,280.4,NaN,20.2307682,0.63499999,0.001,0.009
203.00,176.616,283.7,NaN,20.22681236,0.637000024,0.009,0.011
204.00,176.486,279.6,NaN,20.22536659,0.637000024,0.008,0.009
205.00,176.266,281.9,NaN,20.22699738,0.638999999,0.014,0.014
206.00,176.126,280.3,NaN,20.22690773,0.639999986,0.022,0.006
207.00,175.996,277.7,NaN,20.22689247,0.639999986,0.017000001,0.009
208.00,175.816,281.3,NaN,20.2270298,0.64200002,0.01,0.011
209.00,175.646,282.1,NaN,20.22623825,0.643000007,0.01,0.009
210.00,175.476,283.0,NaN,20.22355461,0.643999994,0.012,0.009
211.00,175.326,290.3,NaN,20.22125435,0.644999981,0.01,0.008
212.00,175.136,289.6,NaN,20.21727562,0.644999981,0.012,0.009
213.00,174.996,280.6,NaN,20.2156105,0.647000015,0.01,0.012
214.00,174.866,283.0,NaN,20.21622849,0.647000015,0.007,0.010
215.00,174.646,282.9,NaN,20.21826553,0.647000015,0.002,0.015
216.00,174.516,285.6,NaN,20.21984863,0.647000015,0.005,0.008
217.00,174.316,283.4,NaN,20.21892357,0.648000002,0.003,0.010
218.00,174.176,286.1,NaN,20.2195816,0.648000002,0.002,0.011
219.00,173.976,282.8,NaN,20.21824646,0.649999976,0.01,0.019
220.00,173.736,282.2,NaN,20.22025871,0.651000023,0.026000001,0.010
221.00,173.646,282.9,NaN,20.21758842,0.65200001,0.033,0.011
222.00,173.456,288.2,NaN,20.21632576,0.652999997,0.012,0.019
223.00,173.346,281.0,NaN,20.21574783,0.652999997,0.009,0.009
224.00,173.146,286.9,NaN,20.21121216,0.653999984,0.012,0.011
225.00,172.936,287.1,NaN,20.21208572,0.654999971,0.002,0.013
226.00,172.746,287.3,NaN,20.21007347,0.657000005,0.01,0.009
227.00,172.656,290.2,NaN,20.21054268,0.657999992,0.017000001,0.011
228.00,172.476,283.8,NaN,20.21165276,0.658999979,0.014,0.015
229.00,172.296,288.7,NaN,20.20894432,0.660000026,0.006,0.012
230.00,172.146,283.5,NaN,20.21115494,0.660000026,0.001,0.012
231.00,171.986,287.5,NaN,20.20892906,0.662,0.005,0.010
232.00,171.756,288.4,NaN,20.20606422,0.662999988,0.006,0.013
233.00,171.606,291.2,NaN,20.20630074,0.663999975,0.002,0.014
234.00,171.396,289.3,NaN,20.20367432,0.663999975,0.002,0.012
235.00,171.225,286.0,NaN,20.20422935,0.663999975,0.012,0.012
236.00,171.065,291.9,NaN,20.20641518,0.663999975,0.015,0.017
237.00,170.895,284.3,NaN,20.20425797,0.663999975,0.001,0.011
238.00,170.755,294.8,NaN,20.20256805,0.663999975,0.006,0.012
239.00,170.615,289.5,NaN,20.20305824,0.665000021,0.001,0.020
240.00,170.405,287.6,NaN,20.2008152,0.665000021,0.001,0.016
241.00,170.205,291.3,NaN,20.19872665,0.666000009,0.005,0.015
242.00,170.125,288.6,NaN,20.20097923,0.666000009,0.004,0.012
243.00,169.925,292.7,NaN,20.19940758,0.666999996,0.009,0.013
244.00,169.725,290.6,NaN,20.199049,0.667999983,0.012,0.010
245.00,169.595,290.3,NaN,20.19657326,0.66900003,0.006,0.014
246.00,169.375,290.3,NaN,20.19319344,0.671000004,0.003,0.016
247.00,169.215,300.9,NaN,20.19083786,0.672999978,0.002,0.013
248.00,169.015,295.5,NaN,20.18555069,0.675999999,0.01,0.014
249.00,168.855,291.6,NaN,20.18129539,0.675999999,0.009,0.011
250.00,168.705,292.8,NaN,20.18078613,0.680000007,0.006,0.015
251.00,168.565,293.7,NaN,20.18083382,0.681999981,0.018999999,0.018
252.00,168.365,304.4,NaN,20.18003273,0.683000028,0.011,0.017
253.00,168.225,298.0,NaN,20.1777401,0.685000002,0.003,0.014
254.00,168.055,300.1,NaN,20.17595673,0.685000002,0.001,0.015
255.00,167.865,299.6,NaN,20.17520142,0.685000002,0.004,0.010
256.00,167.615,301.5,NaN,20.1753788,0.68599999,0.003,0.015
257.00,167.455,294.2,NaN,20.17747307,0.68599999,0.009,0.012
258.00,167.265,295.8,NaN,20.18332672,0.68599999,0.006,0.015
259.00,167.085,298.4,NaN,20.18310356,0.686999977,0.006,0.010
260.00,166.935,300.0,NaN,20.18403244,0.686999977,0.006,0.017
261.00,166.765,296.6,NaN,20.18040657,0.686999977,0,0.011
262.00,166.565,297.8,NaN,20.17813683,0.68900001,0.009,0.015
263.00,166.395,303.2,NaN,20.17587852,0.689999998,0.008,0.019
264.00,166.235,298.1,NaN,20.17012024,0.691999972,0.008,0.013
265.00,166.095,296.0,NaN,20.16843987,0.693000019,0.005,0.008
266.00,165.895,298.7,NaN,20.1683979,0.693000019,0.004,0.008
267.00,165.674,296.2,NaN,20.16892242,0.694000006,0.002,0.010
268.00,165.504,305.2,NaN,20.16773033,0.694000006,0.002,0.005
269.00,165.354,300.0,NaN,20.16687202,0.694000006,0.002,0.011
270.00,165.204,308.2,NaN,20.16619682,0.69599998,0.001,0.016
271.00,165.004,303.7,NaN,20.16355515,0.69599998,0.007,0.013
272.00,164.824,303.4,NaN,20.16372108,0.697000027,0.004,0.009
273.00,164.664,297.6,NaN,20.16590881,0.698000014,0.015,0.017
274.00,164.474,295.9,NaN,20.1663208,0.699000001,0.012,0.016
275.00,164.294,304.3,NaN,20.16341972,0.700999975,0.001,0.020
276.00,164.134,300.3,NaN,20.16220284,0.702000022,0.001,0.014
277.00,163.914,307.0,NaN,20.15958786,0.703999996,0.008,0.015
278.00,163.804,300.4,NaN,20.15573311,0.704999983,0.007,0.018
279.00,163.674,307.6,NaN,20.15306282,0.707000017,0.014,0.016
280.00,163.444,303.4,NaN,20.15008736,0.708000004,0.012,0.019
281.00,163.224,303.4,NaN,20.14966011,0.708999991,0.005,0.018
282.00,163.054,304.0,NaN,20.1517334,0.708999991,0.003,0.012
283.00,162.864,303.7,NaN,20.15443802,0.708999991,0.002,0.011
284.00,162.724,302.8,NaN,20.15446663,0.708999991,0.001,0.015
285.00,162.514,305.6,NaN,20.15554428,0.708999991,0.004,0.016
286.00,162.344,304.1,NaN,20.15666199,0.708999991,0.012,0.017
287.00,162.224,301.1,NaN,20.15807533,0.708999991,0.012,0.013
288.00,162.024,302.4,NaN,20.15720749,0.709999979,0.02,0.015
289.00,161.844,302.5,NaN,20.15493202,0.711000025,0.002,0.012
290.00,161.664,305.4,NaN,20.15222359,0.712000012,0.004,0.019
291.00,161.514,305.4,NaN,20.14933395,0.713,0.002,0.016
292.00,161.334,309.0,NaN,20.14687729,0.713,0.013,0.019
293.00,161.144,304.1,NaN,20.15056419,0.713,0.01,0.025
294.00,160.964,307.6,NaN,20.15285492,0.713,0.008,0.022
295.00,160.744,303.5,NaN,20.15807915,0.712000012,0.012,0.021
296.00,160.554,307.8,NaN,20.16039085,0.711000025,0.014,0.020
297.00,160.414,307.0,NaN,20.15934944,0.711000025,0.008,0.020
298.00,160.193,304.8,NaN,20.15901375,0.713,0.017999999,0.017
299.00,160.083,308.6,NaN,20.15936661,0.713,0.013,0.012
300.00,159.873,305.1,NaN,20.15459061,0.713,0.004,0.014
301.00,159.703,305.2,NaN,20.15265846,0.713999987,0.003,0.021
302.00,159.563,306.0,NaN,20.15128517,0.714999974,0,0.023
303.00,159.303,304.7,NaN,20.15065002,0.716000021,0,0.015
304.00,159.153,305.6,NaN,20.14959717,0.717000008,0.004,0.021
305.00,158.963,305.7,NaN,20.14877319,0.718999982,0.004,0.013
306.00,158.743,308.8,NaN,20.14785576,0.720000029,0.011,0.021
307.00,158.563,305.7,NaN,20.14488983,0.721000016,0.009,0.019
308.00,158.413,307.8,NaN,20.14326859,0.722000003,0.006,0.020
309.00,158.203,312.2,NaN,20.14096069,0.722000003,0.015,0.023
310.00,158.043,311.0,NaN,20.14188766,0.723999977,0.006,0.021
311.00,157.893,314.2,NaN,20.1408577,0.723999977,0.003,0.021
312.00,157.663,301.3,NaN,20.13924789,0.725000024,0.002,0.020
313.00,157.523,309.6,NaN,20.13851929,0.726000011,0.006,0.023
314.00,157.273,304.6,NaN,20.13664436,0.726999998,0.012,0.027
315.00,157.163,315.7,NaN,20.13229179,0.730000019,0,0.025
316.00,156.983,315.7,NaN,20.13017464,0.731000006,0.009,0.016
317.00,156.803,316.3,NaN,20.12888336,0.731999993,0.007,0.022
318.00,156.623,313.5,NaN,20.13012123,0.731999993,0.004,0.021
319.00,156.383,314.2,NaN,20.12955856,0.73299998,0.005,0.018
320.00,156.223,308.4,NaN,20.12750816,0.734000027,0.004,0.019
321.00,156.003,316.7,NaN,20.12783432,0.734000027,0.01,0.022
322.00,155.823,314.4,NaN,20.12564468,0.736999989,0.008,0.029
323.00,155.663,315.2,NaN,20.1246109,0.737999976,0.002,0.021
324.00,155.523,307.4,NaN,20.12300301,0.737999976,0.002,0.021
325.00,155.323,309.7,NaN,20.1209774,0.74000001,0.008,0.020
326.00,155.113,314.7,NaN,20.11872673,0.740999997,0.013,0.026
327.00,154.893,308.6,NaN,20.11598015,0.740999997,0.003,0.020
328.00,154.732,312.5,NaN,20.11488724,0.742999971,0.01,0.023
329.00,154.552,315.5,NaN,20.11630821,0.744000018,0.008,0.023
330.00,154.422,314.8,NaN,20.1162281,0.746999979,0.004,0.024
331.00,154.192,322.6,NaN,20.11162949,0.748000026,0.009,0.022
332.00,154.032,318.8,NaN,20.10739708,0.749000013,0.023,0.013
333.00,153.842,316.9,NaN,20.1066246,0.749000013,0.009,0.026
334.00,153.652,319.8,NaN,20.10677147,0.75,0.002,0.027
335.00,153.422,322.2,NaN,20.10756874,0.750999987,0.001,0.021
336.00,153.222,315.6,NaN,20.10725403,0.750999987,0.002,0.024
337.00,153.022,325.8,NaN,20.1076107,0.751999974,0,0.021
338.00,152.852,319.3,NaN,20.10404778,0.751999974,0.004,0.017
339.00,152.672,320.4,NaN,20.10362816,0.753000021,0.003,0.021
340.00,152.542,322.5,NaN,20.10464478,0.754000008,0.001,0.028
341.00,152.342,322.3,NaN,20.10341072,0.754999995,0.003,0.026
342.00,152.122,328.3,NaN,20.10343361,0.755999982,0.005,0.029
343.00,151.972,316.0,NaN,20.10194588,0.759000003,0,0.026
344.00,151.822,321.2,NaN,20.09777832,0.75999999,0.002,0.023
345.00,151.612,319.9,NaN,20.09399414,0.763999999,0.006,0.016
346.00,151.392,330.1,NaN,20.08973885,0.765999973,0.006,0.022
347.00,151.222,324.5,NaN,20.08905411,0.76700002,0.009,0.023
348.00,150.982,331.1,NaN,20.08932495,0.768999994,0.005,0.018
349.00,150.792,337.0,NaN,20.08882332,0.769999981,0.005,0.023
350.00,150.602,328.7,NaN,20.08795929,0.769999981,0.001,0.019
351.00,150.372,320.5,NaN,20.08921432,0.768999994,0.003,0.021
352.00,150.212,326.3,NaN,20.08934402,0.769999981,0.005,0.013
353.00,150.062,327.6,NaN,20.09224892,0.771000028,0.011,0.018
354.00,149.872,328.0,NaN,20.08859062,0.771000028,0.009,0.025
355.00,149.662,327.0,NaN,20.08683395,0.772000015,0.007,0.017
356.00,149.432,330.2,NaN,20.08563805,0.772000015,0.009,0.021
357.00,149.302,326.8,NaN,20.08694839,0.772000015,0.008,0.025
358.00,149.091,321.5,NaN,20.08873367,0.772000015,0.011,0.022
359.00,148.931,330.6,NaN,20.08913231,0.773000002,0.002,0.025
360.00,148.741,321.1,NaN,20.09392548,0.773000002,0.006,0.020
361.00,148.541,327.7,NaN,20.09216309,0.773999989,0.003,0.025
362.00,148.331,326.5,NaN,20.09096336,0.774999976,0.002,0.019
363.00,148.121,327.6,NaN,20.08879089,0.776000023,0.007,0.021
364.00,147.971,329.7,NaN,20.08499908,0.776000023,0,0.021
365.00,147.771,327.8,NaN,20.08142853,0.778999984,0.012,0.021
366.00,147.541,326.5,NaN,20.08019829,0.778999984,0.014,0.021
367.00,147.361,326.1,NaN,20.08051682,0.781000018,0.008,0.023
368.00,147.181,327.7,NaN,20.07860374,0.782000005,0.003,0.025
369.00,147.011,326.9,NaN,20.07804298,0.782999992,0.001,0.025
370.00,146.811,330.9,NaN,20.0779705,0.782999992,0.007,0.027
371.00,146.591,331.1,NaN,20.07591629,0.782999992,0.006,0.025
372.00,146.461,325.7,NaN,20.07386971,0.783999979,0.006,0.023
373.00,146.261,325.4,NaN,20.07669258,0.783999979,0.014,0.021
374.00,146.031,327.6,NaN,20.07799149,0.783999979,0.012,0.023
375.00,145.841,328.6,NaN,20.07891083,0.785000026,0.016000001,0.023
376.00,145.651,335.0,NaN,20.07812881,0.786000013,0.01,0.028
377.00,145.441,330.2,NaN,20.07415771,0.787,0.005,0.026
378.00,145.251,326.0,NaN,20.07175636,0.787,0.018999999,0.030
379.00,145.051,337.0,NaN,20.06988716,0.787999988,0.012,0.027
380.00,144.841,330.0,NaN,20.06966782,0.787999988,0.009,0.031
381.00,144.671,333.9,NaN,20.07044601,0.787,0.016000001,0.026
382.00,144.501,322.1,NaN,20.07298851,0.786000013,0.014,0.021
383.00,144.341,322.1,NaN,20.07689667,0.785000026,0.002,0.023
384.00,144.141,330.6,NaN,20.0829792,0.785000026,0.004,0.021
385.00,143.951,324.5,NaN,20.08249664,0.786000013,0.015,0.028
386.00,143.801,331.5,NaN,20.07942963,0.786000013,0.009,0.021
